Course_Lang,Level_Code,Prerequisite_3_grade,Offline,Availability,Website,Prerequisite_1_grade,Remarks,University,Course,Duration,Prerequisite_3,Face_to_Face,Faculty,Prerequisite_1,Blended,Int_Fees,Full_Time,Country,Prerequisite_2,Prerequisite_2_grade,Currency,Part_Time,Duration_Time,Description,Online,Distance,City,Currency_Time,Local_Fees,Career_Outcomes
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17710/certificate-iii-in-parks-and-gardens,5.5,,TAFE Queensland,Certificate III in Parks and Gardens,3,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,no,Months,Get a head start on your career in horticulture with this entry-level course designed for apprentices working in the industry.,no,no,Brisbane,year,"6,355",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17710/certificate-iii-in-parks-and-gardens,5.5,,TAFE Queensland,Certificate III in Parks and Gardens,3,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,no,Months,Get a head start on your career in horticulture with this entry-level course designed for apprentices working in the industry.,no,no,Queensland,year,"6,355",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17710/certificate-iii-in-parks-and-gardens,5.5,,TAFE Queensland,Certificate III in Parks and Gardens,3,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,no,Months,Get a head start on your career in horticulture with this entry-level course designed for apprentices working in the industry.,no,no,Queensland,year,"6,355",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17710/certificate-iii-in-parks-and-gardens,5.5,,TAFE Queensland,Certificate III in Parks and Gardens,3,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,no,Months,Get a head start on your career in horticulture with this entry-level course designed for apprentices working in the industry.,no,no,Queensland,year,"6,355",
English,VOC,,no,D,https://tafeqld.edu.au/oneweb/courses/18211/certificate-iii-in-laboratory-skills,5.5,,TAFE Queensland,Certificate III in Laboratory Skills,18,,no,Humanities and Social Science,IELTS,no,,no,Australia,,,AUD,no,Months,"Kick start your career in science with this entry-level course that qualifies you to work as a laboratory assistant in food technology, pathology, schools or trades.",no,no,Brisbane,year,"1,855",
English,VOC,,no,D,https://tafeqld.edu.au/oneweb/courses/17929/certificate-iii-in-automotive-drivetrain-technology,5.5,,TAFE Queensland,Certificate III in Automotive Drivetrain Technology,18,,no,Agriculture,IELTS,no,,no,Australia,,,AUD,no,Months,Kick start your career in the automotive industry with this entry-level course that will qualify you to work as a drivetrain technician.,yes,no,Brisbane,year,"1,855",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17912/certificate-iii-in-sports-turf-management,5.5,,TAFE Queensland,Certificate III in Sports Turf Management,3,,yes,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,no,Months,Pave the way for a career in greenkeeping with this entry-level course that will set you up with the foundation skills needed to work in the sports turf industry.,no,no,Brisbane,year,"4,740",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17912/certificate-iii-in-sports-turf-management,5.5,,TAFE Queensland,Certificate III in Sports Turf Management,3,,yes,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,no,Months,Pave the way for a career in greenkeeping with this entry-level course that will set you up with the foundation skills needed to work in the sports turf industry.,no,no,Queensland,year,"4,740",
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17686/certificate-iii-in-cabinet-making,5.5,,TAFE Queensland,Certificate III in Cabinet Making,2,,yes,Business & Commerce & Finance & Accounting,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Progress your career in cabinet making with this hands-on course. Complete this qualification to become a trade qualified cabinet maker with skills in the installation of furniture or kitchen and bathroom cabinets.,no,no,Brisbane,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17686/certificate-iii-in-cabinet-making,5.5,,TAFE Queensland,Certificate III in Cabinet Making,2,,yes,Business & Commerce & Finance & Accounting,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Progress your career in cabinet making with this hands-on course. Complete this qualification to become a trade qualified cabinet maker with skills in the installation of furniture or kitchen and bathroom cabinets.,no,no,Queensland,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17686/certificate-iii-in-cabinet-making,5.5,,TAFE Queensland,Certificate III in Cabinet Making,2,,yes,Business & Commerce & Finance & Accounting,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Progress your career in cabinet making with this hands-on course. Complete this qualification to become a trade qualified cabinet maker with skills in the installation of furniture or kitchen and bathroom cabinets.,no,no,Queensland,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17686/certificate-iii-in-cabinet-making,5.5,,TAFE Queensland,Certificate III in Cabinet Making,2,,yes,Business & Commerce & Finance & Accounting,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Progress your career in cabinet making with this hands-on course. Complete this qualification to become a trade qualified cabinet maker with skills in the installation of furniture or kitchen and bathroom cabinets.,no,no,Queensland,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17791/certificate-iii-in-automotive-electrical-technology,5.5,,TAFE Queensland,Certificate III in Automotive Electrical Technology,2,,yes,Engineering,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Complete this practical course to become a qualified automotive electrician. This course is for anyone who wants to become a qualified technician and continue their career in the automotive industry.,yes,no,Brisbane,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17791/certificate-iii-in-automotive-electrical-technology,5.5,,TAFE Queensland,Certificate III in Automotive Electrical Technology,2,,yes,Engineering,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Complete this practical course to become a qualified automotive electrician. This course is for anyone who wants to become a qualified technician and continue their career in the automotive industry.,yes,no,Queensland,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17791/certificate-iii-in-automotive-electrical-technology,5.5,,TAFE Queensland,Certificate III in Automotive Electrical Technology,2,,yes,Engineering,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Complete this practical course to become a qualified automotive electrician. This course is for anyone who wants to become a qualified technician and continue their career in the automotive industry.,yes,no,Queensland,year,,
English,VOC,,yes,I,https://tafeqld.edu.au/oneweb/courses/17791/certificate-iii-in-automotive-electrical-technology,5.5,,TAFE Queensland,Certificate III in Automotive Electrical Technology,2,,yes,Engineering,IELTS,no,"22,800",yes,Australia,,,AUD,no,Years,Complete this practical course to become a qualified automotive electrician. This course is for anyone who wants to become a qualified technician and continue their career in the automotive industry.,yes,no,Queensland,year,,
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17979/certificate-iii-in-agricultural-mechanical-technology,5.5,,TAFE Queensland,Certificate III in Agricultural Mechanical Technology,6,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,yes,Months,Take the next step in your mechanical career by specialising in agricultural vehicles and equipment with this hands-on technical course.,no,no,Brisbane,year,"4,800",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17979/certificate-iii-in-agricultural-mechanical-technology,5.5,,TAFE Queensland,Certificate III in Agricultural Mechanical Technology,6,,yes,Agriculture,IELTS,no,,no,Australia,,,AUD,yes,Months,Take the next step in your mechanical career by specialising in agricultural vehicles and equipment with this hands-on technical course.,no,no,Queensland,year,"4,800",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17699/certificate-iii-in-landscape-construction,5.5,,TAFE Queensland,Certificate III in Landscape Construction,6,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in landscaping with this entry-level course that will give you the practical skills to become a landscape gardener or greenkeeper.,yes,no,Brisbane,year,"6,345",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17699/certificate-iii-in-landscape-construction,5.5,,TAFE Queensland,Certificate III in Landscape Construction,6,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in landscaping with this entry-level course that will give you the practical skills to become a landscape gardener or greenkeeper.,yes,no,Queensland,year,"6,345",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17699/certificate-iii-in-landscape-construction,5.5,,TAFE Queensland,Certificate III in Landscape Construction,6,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in landscaping with this entry-level course that will give you the practical skills to become a landscape gardener or greenkeeper.,yes,no,Queensland,year,"6,345",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17699/certificate-iii-in-landscape-construction,5.5,,TAFE Queensland,Certificate III in Landscape Construction,6,,yes,"Architecture, Building & Planning",IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in landscaping with this entry-level course that will give you the practical skills to become a landscape gardener or greenkeeper.,yes,no,Queensland,year,"6,345",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18034/certificate-iii-in-manufacturing-technology,5.5,,TAFE Queensland,Certificate III in Manufacturing Technology,2,,yes,Computer Science & Information Technology,IELTS,yes,,no,Australia,,,AUD,yes,Years,"Kick start your career in manufacturing and engineering, and specialise in Computer Aided Drawing (CAD) with this entry-level course.",yes,no,Online,year,"5,930",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18162/certificate-iii-in-individual-support-home-and-community,5.5,,TAFE Queensland,Certificate III in Individual Support (Home and Community),9,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Months,Kick start your career in the community services industry with this entry-level qualification. Gain the practical skills and knowledge to provide individual support in home and community care settings.,yes,no,Brisbane,year,"3,865",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18162/certificate-iii-in-individual-support-home-and-community,5.5,,TAFE Queensland,Certificate III in Individual Support (Home and Community),9,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Months,Kick start your career in the community services industry with this entry-level qualification. Gain the practical skills and knowledge to provide individual support in home and community care settings.,yes,no,Queensland,year,"3,865",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18162/certificate-iii-in-individual-support-home-and-community,5.5,,TAFE Queensland,Certificate III in Individual Support (Home and Community),9,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Months,Kick start your career in the community services industry with this entry-level qualification. Gain the practical skills and knowledge to provide individual support in home and community care settings.,yes,no,Queensland,year,"3,865",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18162/certificate-iii-in-individual-support-home-and-community,5.5,,TAFE Queensland,Certificate III in Individual Support (Home and Community),9,,yes,Humanities and Social Science,IELTS,yes,,no,Australia,,,AUD,no,Months,Kick start your career in the community services industry with this entry-level qualification. Gain the practical skills and knowledge to provide individual support in home and community care settings.,yes,no,Queensland,year,"3,865",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18047/certificate-iii-in-health-administration,5.5,,TAFE Queensland,Certificate III in Health Administration,9,,yes,English,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Kick-start your career in health administration with this entry-level course and become a medical administrator, medical receptionist, or admissions clerk.",yes,no,Brisbane,year,"3,900",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18047/certificate-iii-in-health-administration,5.5,,TAFE Queensland,Certificate III in Health Administration,9,,yes,English,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Kick-start your career in health administration with this entry-level course and become a medical administrator, medical receptionist, or admissions clerk.",yes,no,Queensland,year,"3,900",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18047/certificate-iii-in-health-administration,5.5,,TAFE Queensland,Certificate III in Health Administration,9,,yes,English,IELTS,yes,,yes,Australia,,,AUD,no,Months,"Kick-start your career in health administration with this entry-level course and become a medical administrator, medical receptionist, or admissions clerk.",yes,no,Queensland,year,"3,900",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17745/certificate-iii-in-dental-assisting,5.5,,TAFE Queensland,Certificate III in Dental Assisting,1,,yes,Medical and Nursing,IELTS,yes,"8,800",no,Australia,,,AUD,no,Year,Kick start your oral health care career with this entry-level course that will qualify you to work as a dental assistant.,yes,no,Brisbane,year,"4,260",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17901/certificate-iii-in-fitness,5.5,,TAFE Queensland,Certificate III in Fitness,6,,yes,Computer Science & Information Technology,IELTS,no,"3,600",yes,Australia,,,AUD,no,Months,Your fitness career goals are within your reach with this entry-level qualification. This course is an essential minimum requirement to work at a gymnasium or as an exercise instructor.,no,no,Brisbane,year,"3,250",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17901/certificate-iii-in-fitness,5.5,,TAFE Queensland,Certificate III in Fitness,6,,yes,Computer Science & Information Technology,IELTS,no,"3,600",yes,Australia,,,AUD,no,Months,Your fitness career goals are within your reach with this entry-level qualification. This course is an essential minimum requirement to work at a gymnasium or as an exercise instructor.,no,no,Queensland,year,"3,250",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/18721/certificate-iii-in-civil-construction,5.5,,TAFE Queensland,Certificate III in Civil Construction,6,,yes,Engineering,IELTS,no,"3,600",yes,Australia,,,AUD,no,Months,Break ground on a career in civil construction with this practical course. With a specialisation in road construction and maintenance this course will qualify you to seek work as a road construction worker.,yes,no,Brisbane,year,"3,250",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/18721/certificate-iii-in-civil-construction,5.5,,TAFE Queensland,Certificate III in Civil Construction,6,,yes,Engineering,IELTS,no,"3,600",yes,Australia,,,AUD,no,Months,Break ground on a career in civil construction with this practical course. With a specialisation in road construction and maintenance this course will qualify you to seek work as a road construction worker.,yes,no,Queensland,year,"3,250",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/18721/certificate-iii-in-civil-construction,5.5,,TAFE Queensland,Certificate III in Civil Construction,6,,yes,Engineering,IELTS,no,"3,600",yes,Australia,,,AUD,no,Months,Break ground on a career in civil construction with this practical course. With a specialisation in road construction and maintenance this course will qualify you to seek work as a road construction worker.,yes,no,Queensland,year,"3,250",
English,VOC,,no,A,https://tafeqld.edu.au/oneweb/courses/17802/certificate-iii-in-early-childhood-education-and-care,5.5,,TAFE Queensland,Certificate III in Early Childhood Education and Care,18,,no,Humanities and Social Science,IELTS,no,"6,200",no,Australia,,,AUD,yes,Months,Kick-start your career with this entry-level course that will set you up with the foundation skills you need to succeed as an assistant childcare worker.,no,no,Brisbane,year,"3,490",
English,VOC,,no,A,https://tafeqld.edu.au/oneweb/courses/17802/certificate-iii-in-early-childhood-education-and-care,5.5,,TAFE Queensland,Certificate III in Early Childhood Education and Care,18,,no,Humanities and Social Science,IELTS,no,"6,200",no,Australia,,,AUD,yes,Months,Kick-start your career with this entry-level course that will set you up with the foundation skills you need to succeed as an assistant childcare worker.,no,no,Queensland,year,"3,490",
English,VOC,,no,A,https://tafeqld.edu.au/oneweb/courses/17802/certificate-iii-in-early-childhood-education-and-care,5.5,,TAFE Queensland,Certificate III in Early Childhood Education and Care,18,,no,Humanities and Social Science,IELTS,no,"6,200",no,Australia,,,AUD,yes,Months,Kick-start your career with this entry-level course that will set you up with the foundation skills you need to succeed as an assistant childcare worker.,no,no,Queensland,year,"3,490",
English,VOC,,no,A,https://tafeqld.edu.au/oneweb/courses/17802/certificate-iii-in-early-childhood-education-and-care,5.5,,TAFE Queensland,Certificate III in Early Childhood Education and Care,18,,no,Humanities and Social Science,IELTS,no,"6,200",no,Australia,,,AUD,yes,Months,Kick-start your career with this entry-level course that will set you up with the foundation skills you need to succeed as an assistant childcare worker.,no,no,Queensland,year,"3,490",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17724/certificate-iii-in-hospitality,5.5,,TAFE Queensland,Certificate III in Hospitality,6,,yes,Tourism and Hotel Management,IELTS,yes,"5,000",no,Australia,,,AUD,no,Months,Launch your hospitality career with this course offering practical skills and hands-on experience. Prepare yourself with a well rounded knowledge of the hospitality industry or continue with further study.,yes,no,Brisbane,year,"3,915",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17724/certificate-iii-in-hospitality,5.5,,TAFE Queensland,Certificate III in Hospitality,6,,yes,Tourism and Hotel Management,IELTS,yes,"5,000",no,Australia,,,AUD,no,Months,Launch your hospitality career with this course offering practical skills and hands-on experience. Prepare yourself with a well rounded knowledge of the hospitality industry or continue with further study.,yes,no,Queensland,year,"3,915",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17724/certificate-iii-in-hospitality,5.5,,TAFE Queensland,Certificate III in Hospitality,6,,yes,Tourism and Hotel Management,IELTS,yes,"5,000",no,Australia,,,AUD,no,Months,Launch your hospitality career with this course offering practical skills and hands-on experience. Prepare yourself with a well rounded knowledge of the hospitality industry or continue with further study.,yes,no,Queensland,year,"3,915",
English,VOC,,yes,A,https://tafeqld.edu.au/oneweb/courses/17724/certificate-iii-in-hospitality,5.5,,TAFE Queensland,Certificate III in Hospitality,6,,yes,Tourism and Hotel Management,IELTS,yes,"5,000",no,Australia,,,AUD,no,Months,Launch your hospitality career with this course offering practical skills and hands-on experience. Prepare yourself with a well rounded knowledge of the hospitality industry or continue with further study.,yes,no,Queensland,year,"3,915",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17712/certificate-iii-in-community-services,5.5,,TAFE Queensland,Certificate III in Community Services,9,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in the social sector with this entry level qualification that will get you working with your community faster.,yes,no,Brisbane,year,"3,710",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17712/certificate-iii-in-community-services,5.5,,TAFE Queensland,Certificate III in Community Services,9,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in the social sector with this entry level qualification that will get you working with your community faster.,yes,no,Queensland,year,"3,710",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17712/certificate-iii-in-community-services,5.5,,TAFE Queensland,Certificate III in Community Services,9,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in the social sector with this entry level qualification that will get you working with your community faster.,yes,no,Queensland,year,"3,710",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17712/certificate-iii-in-community-services,5.5,,TAFE Queensland,Certificate III in Community Services,9,,yes,Humanities and Social Science,IELTS,yes,,yes,Australia,,,AUD,no,Months,Kick start your career in the social sector with this entry level qualification that will get you working with your community faster.,yes,no,Queensland,year,"3,710",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18057/certificate-iii-in-maritime-operations-marine-cookery,5.5,,TAFE Queensland,Certificate III in Maritime Operations (Marine Cookery),6,,yes,Culinary,IELTS,no,,no,Australia,,,AUD,yes,Months,Set sail and embark on a culinary career at sea. Develop a broad range of knowledge and gain practical skills to become a professional cook in the maritime industry.,no,no,Queensland,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18104/certificate-iii-in-automotive-diesel-fuel-technology,5.5,,TAFE Queensland,Certificate III in Automotive Diesel Fuel Technology,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Take the next step in your automotive career with this entry-level course. Gain technical knowledge and practical skills to work as a diesel fuel specialist.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18111/certificate-iii-in-automotive-engine-reconditioning,5.5,,TAFE Queensland,Certificate III in Automotive Engine Reconditioning,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Set yourself apart and advance your career in the automotive industry with this technical engine reconditioning qualification.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17819/certificate-iii-in-furniture-finishing,5.5,,TAFE Queensland,Certificate III in Furniture Finishing,6,,yes,Humanities and Social Science,IELTS,no,,no,Australia,,,AUD,yes,Months,Gain the entry-level skills required to kick start you career in furniture finishing. Complete this course as an apprenticeship so you can work and train at the same time to become a qualified furniture finisher.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17819/certificate-iii-in-furniture-finishing,5.5,,TAFE Queensland,Certificate III in Furniture Finishing,6,,yes,Humanities and Social Science,IELTS,no,,no,Australia,,,AUD,yes,Months,Gain the entry-level skills required to kick start you career in furniture finishing. Complete this course as an apprenticeship so you can work and train at the same time to become a qualified furniture finisher.,yes,no,Queensland,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17757/certificate-iii-in-civil-construction,5.5,,TAFE Queensland,Certificate III in Civil Construction,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Get your career in civil construction started with this practical course. Complete this course as a traineeship or have your existing skills recognised to become a skilled operator in infrastructure construction and maintenance.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17757/certificate-iii-in-civil-construction,5.5,,TAFE Queensland,Certificate III in Civil Construction,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Get your career in civil construction started with this practical course. Complete this course as a traineeship or have your existing skills recognised to become a skilled operator in infrastructure construction and maintenance.,yes,no,Queensland,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17852/certificate-iii-in-security-equipment,5.5,,TAFE Queensland,Certificate III in Security Equipment,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Kick start your career in security equipment with this entry-level course. You will gain the skills and knowledge you need to become a security equipment tradesperson.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17848/certificate-iii-in-timber-and-composites-machining,5.5,,TAFE Queensland,Certificate III in Timber and Composites Machining,6,,yes,Engineering,IELTS,no,,no,Australia,,,AUD,yes,Months,Kick start your career in the furnishing industry with this apprenticeship course and specialise as a wood machinist.,yes,no,Brisbane,year,"5,180",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17794/certificate-iii-in-pathology-collection,5.5,,TAFE Queensland,Certificate III in Pathology Collection,22,,yes,Medical and Nursing,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Begin your career in health science with this entry-level course that will qualify you to become a pathology specimen collector.,no,no,Brisbane,year,"5,455",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17794/certificate-iii-in-pathology-collection,5.5,,TAFE Queensland,Certificate III in Pathology Collection,22,,yes,Medical and Nursing,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Begin your career in health science with this entry-level course that will qualify you to become a pathology specimen collector.,no,no,Queensland,year,"5,455",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17937/certificate-iii-in-engineering-fabrication-trade,5.5,,TAFE Queensland,Certificate III in Engineering - Fabrication Trade,22,,yes,Engineering,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Take the next step in your engineering career with this technical qualification. Complete this course as part of your apprenticeship to become a trade qualified sheet metal worker.,yes,no,Brisbane,year,"5,455",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17937/certificate-iii-in-engineering-fabrication-trade,5.5,,TAFE Queensland,Certificate III in Engineering - Fabrication Trade,22,,yes,Engineering,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Take the next step in your engineering career with this technical qualification. Complete this course as part of your apprenticeship to become a trade qualified sheet metal worker.,yes,no,Queensland,year,"5,455",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17937/certificate-iii-in-engineering-fabrication-trade,5.5,,TAFE Queensland,Certificate III in Engineering - Fabrication Trade,22,,yes,Engineering,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Take the next step in your engineering career with this technical qualification. Complete this course as part of your apprenticeship to become a trade qualified sheet metal worker.,yes,no,Queensland,year,"5,455",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17937/certificate-iii-in-engineering-fabrication-trade,5.5,,TAFE Queensland,Certificate III in Engineering - Fabrication Trade,22,,yes,Engineering,IELTS,no,,yes,Australia,,,AUD,no, Weeks,Take the next step in your engineering career with this technical qualification. Complete this course as part of your apprenticeship to become a trade qualified sheet metal worker.,yes,no,Queensland,year,"5,455",
English,VOC,,no,D,https://tafeqld.edu.au/oneweb/courses/17957/certificate-iii-in-warehousing-operations,5.5,,TAFE Queensland,Certificate III in Warehousing Operations,2,,no,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,yes,Years,Develop a broad range of knowledge and skills to work as a general warehouse operator in the warehousing and storage industry.,no,no,Brisbane,year,"4,885",
English,VOC,,no,D,https://tafeqld.edu.au/oneweb/courses/17957/certificate-iii-in-warehousing-operations,5.5,,TAFE Queensland,Certificate III in Warehousing Operations,2,,no,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,yes,Years,Develop a broad range of knowledge and skills to work as a general warehouse operator in the warehousing and storage industry.,no,no,Queensland,year,"4,885",
English,VOC,,no,D,https://tafeqld.edu.au/oneweb/courses/17957/certificate-iii-in-warehousing-operations,5.5,,TAFE Queensland,Certificate III in Warehousing Operations,2,,no,Business & Commerce & Finance & Accounting,IELTS,no,,no,Australia,,,AUD,yes,Years,Develop a broad range of knowledge and skills to work as a general warehouse operator in the warehousing and storage industry.,no,no,Queensland,year,"4,885",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18803/certificate-iii-in-recreational-vehicle-service-and-repair,5.5,,TAFE Queensland,Certificate III in Recreational Vehicle Service and Repair,1,,yes,Tourism and Hotel Management,IELTS,yes,,no,Australia,,,AUD,yes,Year,Launch your automotive career with this hands-on course specialising in recreational vehicle (RV) service and repair. Graduate job ready with the skills you need to become an RV servicer and repairer.,yes,no,Brisbane,year,"10,540",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17964/certificate-iii-in-automotive-diesel-engine-technology,5.5,,TAFE Queensland,Certificate III in Automotive Diesel Engine Technology,1,,yes,Engineering,IELTS,yes,,no,Australia,,,AUD,yes,Year,Embark upon a dynamic career in the automotive industry with this hands on qualification. This course will give you the practical skills required to work as a qualified diesel engine technician.,yes,no,Brisbane,year,"10,540",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17964/certificate-iii-in-automotive-diesel-engine-technology,5.5,,TAFE Queensland,Certificate III in Automotive Diesel Engine Technology,1,,yes,Engineering,IELTS,yes,,no,Australia,,,AUD,yes,Year,Embark upon a dynamic career in the automotive industry with this hands on qualification. This course will give you the practical skills required to work as a qualified diesel engine technician.,yes,no,Queensland,year,"10,540",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/18765/certificate-iii-in-recreational-vehicle-manufacturing,5.5,,TAFE Queensland,Certificate III in Recreational Vehicle Manufacturing,1,,yes,Tourism and Hotel Management,IELTS,yes,,no,Australia,,,AUD,yes,Year,Kick start your career with this hands-on course specialising in recreational vehicle (RV) manufacturing and get the practical skills you need to become an RV manufacturer or RV servicer and repairer.,yes,no,Brisbane,year,"10,540",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17921/certificate-iii-in-appliance-service,5.5,,TAFE Queensland,Certificate III in Appliance Service,1,,yes,Science and Health Science,IELTS,yes,,no,Australia,,,AUD,yes,Year,Kick-start your career in the electrical trades with this entry-level course which qualifies you to become an appliance service repair technician.,yes,no,Brisbane,year,"10,540",
English,VOC,,yes,D,https://tafeqld.edu.au/oneweb/courses/17678/certificate-iii-in-engineering-technical,5.5,,TAFE Queensland,Certificate III in Engineering - Technical,2,,yes,Engineering,IELTS,yes,,no,Australia,,,AUD,yes,Years,Get your career in drafting and design started with this practical course from TAFE Queensland. This qualification is perfect for people looking to update their computer-aided design (CAD) skills to enhance their career prospects or prepare for study further.,yes,no,Brisbane,year,"3,330",
